pillar,code,indicator,component,year,nuts_code_2021,unit,value
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES614,number,13
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES614,number,14
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES615,number,9
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES615,number,14
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES615,number,17
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES615,number,19
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES615,number,18
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES615,number,20
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES616,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES616,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES616,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES616,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES616,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES616,number,1
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES617,number,23
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES617,number,28
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES617,number,39
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES617,number,42
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES617,number,44
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES617,number,47
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES618,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES618,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES618,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES618,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES618,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES618,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES620,number,31
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES620,number,33
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES620,number,33
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES620,number,36
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES620,number,35
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES620,number,33
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES630,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES630,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES630,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES630,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES630,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES630,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES640,number,4
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES640,number,5
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES640,number,5
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES640,number,5
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES640,number,4
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES640,number,4
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES703,number,1
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES703,number,1
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES703,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES703,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES703,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES703,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES704,number,4
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES704,number,7
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES704,number,10
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES704,number,11
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES704,number,10
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES704,number,10
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES705,number,12
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES705,number,17
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES705,number,17
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES705,number,14
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES705,number,15
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES705,number,16
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES706,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES706,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES706,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES706,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES706,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES706,number,1
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES707,number,5
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES707,number,5
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES707,number,6
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES707,number,6
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES707,number,6
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES707,number,6
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES708,number,8
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES708,number,9
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES708,number,8
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES708,number,8
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES708,number,8
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES708,number,7
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES709,number,11
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES709,number,14
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES709,number,18
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES709,number,13
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES709,number,15
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES709,number,17
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES11,%,11.97
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES11,%,11.97
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES11,%,11.97
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES11,%,11.97
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES12,%,26.96
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES12,%,26.96
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES12,%,26.96
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES12,%,26.96
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES13,%,27.56
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES13,%,27.56
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES13,%,27.56
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES13,%,27.57
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES21,%,20.89
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES21,%,20.89
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES21,%,20.89
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES21,%,20.89
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES22,%,27.07
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES22,%,27.07
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES22,%,27.06
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES22,%,27.06
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES23,%,33.23
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES23,%,33.23
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES23,%,33.23
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES23,%,35.69
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES24,%,28.52
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES24,%,28.52
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES24,%,28.53
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES24,%,28.53
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES30,%,39.79
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES30,%,39.79
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES30,%,39.79
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES30,%,39.79
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES41,%,26.16
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES41,%,26.16
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES41,%,26.16
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES41,%,26.15
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES42,%,23.14
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES42,%,23.06
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES42,%,23.13
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES42,%,23.13
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES43,%,30.34
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES43,%,30.34
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES43,%,30.34
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES43,%,30.34
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES51,%,30.52
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES51,%,30.58
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES51,%,30.58
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES51,%,30.64
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES52,%,37.82
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES52,%,37.89
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES52,%,37.89
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES52,%,37.89
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES53,%,24.98
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES53,%,24.98
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES53,%,24.98
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES53,%,24.98
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES61,%,29.82
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES61,%,29.83
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES61,%,29.83
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES61,%,29.83
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES62,%,23.6
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES62,%,23.6
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES62,%,23.6
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES62,%,23.6
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES63,%,31.51
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES63,%,31.51
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES63,%,31.51
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES63,%,31.51
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES64,%,7.28
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES64,%,7.28
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES64,%,7.28
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES64,%,7.28
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2019,ES70,%,46.87
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2020,ES70,%,46.87
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2021,ES70,%,46.87
Basic descriptors,TOUR_DES_12,Share of protected/designated land,Protected land,2022,ES70,%,47.19
